Company,Contact Address,Specialization,Unnamed: 3,Website,Email
"Onward Technologies
Limited, Mumbai","Website: www.onwardgroup.com Email:
vs_vaidya@onwardgroup.com","Client Server Applications Projects, Engineering
Application - CAD, CAM, CAE, Middleware, Legacy
Systems to Client Server Solutions, Novell Product
Centric Software Development, Software Product
Development",,www.onwardgroup.com,vs_vaidya@onwardgroup.com
"Opusasia Technologies Pvt.
Ltd, Hyderabad","Website: www.opusasia.com Email:
info@opusasia.com","Enterprise solutions, Internet Technologies &
networking, Software solutions, Health care solutions",,www.opusasia.com,info@opusasia.com
"Oracle India Private Limited.,",Website: www.oracle-india.com Email:,"RDBMS, Enterprise Resource Planning Software/",,www.oracle-india.com,
New Delhi,dsanyal@.in.oracle.com,"Enterprise Application Development Tools,
Datawarehousing, E-commerce, E-Governance",,,
"Oracle Solution Services
(India) Pvt Ltd, Bangalore","Website: www.oracle.com Email:
vibhakar.bhushan@oracle.com","Technology Solutions, Consultancy - ERP, CRM,
Oracle Applications, Consultancy - Technical
Services",,www.oracle.com,vibhakar.bhushan@oracle.com
Company,Contact Address,Specialization,,,
"Oramasters Software India
Pvt Ltd, Hyderabad","Website: www.oramasters.com Email:
rvelpuri@oramasters.com","Database Management, Education, Enterprise
Business solutions, Consultancy",,www.oramasters.com,rvelpuri@oramasters.com
"OrbiTech Solutions Limited,
Mumbai","Website: www.orbitech.co.in Email:
uvm.rao@citicorp.com","Information Technology Solutions for Citicorp
Worldwide, Software Products, Consultancy, Turnkey
Projects",,www.orbitech.co.in,uvm.rao@citicorp.com
"Orient Information
Technology Ltd., Mumbai","Website: www.orientinfotech.com Email:
klvindal@orientinfotech.com","Offshore Software Development, ERP Products;
Implementations & Training Services, Fixed Priced
Applications, On-site Consulting Services",,www.orientinfotech.com,klvindal@orientinfotech.com
"Oyster Software Solutions,
New Delhi","Website: www.oystersol.com Email:
manoj.tandon@oystersol.com","IT Consultancy & Application Development,
Consultancy in Banking & Financial Services, in
Insurance Sector & in E-governance Solutions",,www.oystersol.com,manoj.tandon@oystersol.com
"Paharpur Business Centre,
New Delhi","Website: www.pbcnet.com Email:
meattle@pbcnet.com","Instant Hi-Tech Office Facilities, State-of-the-art
telecommunication facilities, Allied Services - Tours &
Travel / Workface / F & B / Recruitment & Training",,www.pbcnet.com,meattle@pbcnet.com
"Paladion Networks Pvt Ltd,
Navi Mumbai","Website: www.paladionnetworks.com
Email: rajat.mohanti@paladion.net",Network security,,www.paladionnetworks.com,rajat.mohanti@paladion.net
"Pan Business Lists Pvt Ltd,
New Delhi","Website: www.panbusiness.net Email:
pbl@ndf.vsnl.net.in","Data collection, Data Management Services",,www.panbusiness.net,pbl@ndf.vsnl.net.in
"PAR Computer Sciences
(Intl.) Ltd., Mumbai","Website: www.parcomputers.com Email:
par@parcomputers.com","IT Enabled (Web Content Development, Back Office
Operations, Data Processing/Conversion, Medical &
Legal Transcription), Web
Technologies/Internet/Intranet, E-mail Solutions, E-
commerce/EDI, RDBMS, Data Warehousing, Data
Mining, ERP/MRP Solutions",,www.parcomputers.com,par@parcomputers.com
"Parabola Technologies Pvt.
Ltd, Mumbai","Website: saurabh@hinitron.com Email:
saurabh@hinitron.com","Web enabled applications, E-business solutions,
Embedded systems, Systems software device /drive",,saurabh@hinitron.com,saurabh@hinitron.com
"Paragon Solutions (I) Pvt.
Ltd., Bangalore","Website: www.paragonsolutionsindia.com
Email: avinash@paragaonsolutions.com","Internet Computing (COM/DCOM, Java, VBS, MS
Transaction Server), Speech Processing (MS SAPI,
IAPI, VC++, MS Com, LSAP), Software Engineering
& Process, Languages : VC++, C++, VB, Java, GUI
Development",,www.paragonsolutionsindia.com,avinash@paragaonsolutions.com
"Parametric Technology
Research & Development
(India) Limited, Pune","Website: www.ptc.com Email:
aparasni@india.ptc.com","Packaged Software, Offshore Maintenance Turnkey
Projects",,www.ptc.com,aparasni@india.ptc.com
"Paramount Informatics
(India) Pvt. Ltd., Chennai","Website: www.paramountworld.com Email:
govind@paramountworld.com","IT Enabled Services, On-Site Services, Software
Development, Internet Programming",,www.paramountworld.com,govind@paramountworld.com
"Parsec Technologies (India)
Ltd., Gurgaon","Website: www.parsectech.com Email:
prabhat.a@parsec.co.in",end to end solutions for call centers,,www.parsectech.com,prabhat.a@parsec.co.in
"Patni Computer Systems
Ltd., Mumbai","Website: www.patni.com Email:
naren.patni@patni.com","S/w consultancy & Development, Re-engineering &
Maintenance of Client Applications and Products,
ERP , CRM SCM Solutions, Embedded Systems, E-
Commerce, IT Enabled & NSM, GIS",,www.patni.com,naren.patni@patni.com
"Pentamedia Graphics
Limited, Chennai","Website: www.penta-media.com Email:
vchandra@penta-media.com","Education Training, Systems Integration, Process
Control, CAD/ CAM/ CAE/ GIS",,www.penta-media.com,vchandra@penta-media.com
"Pentasoft Technologies
Limited, Chennai","Website: www.pentasoftech.com Email:
dkannan@pentasoftech.com","Internet & e-services, ASP/ISP, Solutions to Banking,
Financial, Insurance, Business Application, Logistic &
Port Management, Manufacturing, Healthcare,
Hospitality segments, Solutions to
telecommuncation/Networking Technology,",,www.pentasoftech.com,dkannan@pentasoftech.com
,,"CAD/CAM/CAE, GIS/EDM/ESA",,,
"Perisol Technology (India)
Pvt. Ltd., Pune","Website: www.perisol.com Email:
perisol@vsnl.com","Development, Porting and Test Projects",,www.perisol.com,perisol@vsnl.com
"Persistent Systems Pvt. Ltd.,
Pune","Website: www.persistent.co.in Email:
info@persistent.co.in","Database Internals and Query Processing, System
Software / Component Technology, Internet",,www.persistent.co.in,info@persistent.co.in
Company,Contact Address,Specialization,,,
,,"Applications, Directory Technology (LDAP)",,,
"PG Softech Limited, New
Delhi","Website: www.pgsoftech.com Email:
contact@pgsoftech.com","High-end career training, On-site services, IBM E-
business Authorised training, E-business solutions",,www.pgsoftech.com,contact@pgsoftech.com
"Philips Software Centre Pvt.
Ltd., Bangalore","Website: www.philipssoftware.com Email:
sashidhar.kambham@philips.com","Use Interface design, DGC Systems, Picture
processing, Digital Video Broadcasting / Reception,
Set Top Box, Industrial Automation, Embedded
Software",,www.philipssoftware.com,sashidhar.kambham@philips.com
"Phoenix Global Solutioins
(India) Pvt. Ltd., Bangalore","Website: www.pgsolutions.com Email:
rshastri@banglore.phl.com","Professional Services - Business Practice Consulting,
IT Consulting, Network Services, Competence
Centers, Industry Solutions, Multimedia Services,
Educational Services",,www.pgsolutions.com,rshastri@banglore.phl.com
"Phoenix IT Solutions Ltd.,
Vizag (A.P.)","Website: www.phoenix.co.in Email:
muralig@phoenix.co.in","IT enabled services, Software integration, MIS / DSS
for Power & Telecom sectors, Software for Financial
services",,www.phoenix.co.in,muralig@phoenix.co.in
"Pipal Solutions (India) Pvt.
Ltd, New Delhi","Website: www.pipalsoftware.com Email:
pipal@pipalsoftware.com","Software Development Services, Internet / Web
enablement; Re-engineering / Porting Services ;
Resource Provisioning Services",,www.pipalsoftware.com,pipal@pipalsoftware.com
"Planet PCI Infotech Ltd, New
Delhi","Website: www.planet-pci.com Email:
rashmi@prime-pci.com","Customised Software Development, Maintenance and
Modifications to existing programs, Conversion of
applications involving changes of OS, Language,
RDBMS, Data Entry and OCR",,www.planet-pci.com,rashmi@prime-pci.com
"PlanetAsia.com Limited,
Bangalore","Website: www.Planetasia.com Email:
Contactus@Planetasia.com","Web services, eJuvenate, COntent Management,
Enterprise Information Portals, Outsourced Product
Development, eCRM, eProcurement, Enterprise
Application Integration",,www.Planetasia.com,Contactus@Planetasia.com
"Polaris Software Lab Ltd,
Chennai","Website: www.polaris.co.in Email:
arun.jain@polaris.co.in","Financial Software Services, Product Migration, ERP,
WEB Bridge",,www.polaris.co.in,arun.jain@polaris.co.in
"Power-com Technologies (P)
Ltd, Hyderabad","Website: www.powercomtech.com Email:
powercomindia@powercomtech.com","Internet & e-commerce, Data mining & Dataware
housing, Client -server solutions",,www.powercomtech.com,powercomindia@powercomtech.com
"Powersolv India Pvt. Ltd.,
Gurgaon","Website: www.powersolv-inc.com Email:
anilolindia.com","Web enabling solutions, CRM, RDBMS, Re-
Engineering, Middleware application",,www.powersolv-inc.com,anilolindia.com
"Pradot Technologies Pvt.
Ltd., Bangalore","Website: www.pradot.com Email:
tpp@pradot.com","Medical Transcription, Turnkey Consultancy on
Medical Transcription",,www.pradot.com,tpp@pradot.com
"Pramati Technologies (P)
Limited, Hyderabad","Website: www.pramati.com Email:
info@pramati.com","Java, Middleware, Internet/ Application Server",,www.pramati.com,info@pramati.com
"Premier Technology Group
Pvt. Ltd., Nagpur","Website:
www.premiertechnologygroup.com Email:
magnesh@ez-data.com","eCRM Solutions for Insurance & Financial sector,
Client Server & web based Solutions, Data
Warehousing, Data Mining & Data Migration, Mobile
Computing",,www.premiertechnologygroup.com,magnesh@ez-data.com
"PricewaterhouseCoopers
Software Pvt. Ltd., Calcutta","Website: www.pwcglobal.com Email:
abhijit.roy@in.pwcglobal.com","ERP implementation, E-business, Datawarehousing
and Data Mining, Client-server development,
Information systems planning",,www.pwcglobal.com,abhijit.roy@in.pwcglobal.com
"Primark India Pvt. Ltd.,
Bangalore","Website: www.tfn.com Email:
Sandhya.Vasudevan@tfn.com",Financial services,,www.tfn.com,Sandhya.Vasudevan@tfn.com
"Princeton Software Exports
Pvt. Ltd., Mumbai","Website: www.princetonglobal.com Email:
sgupta@webfyservices.com","Offshore and Onsite software project execution;
Training and product distribution; IS Audit",,www.princetonglobal.com,sgupta@webfyservices.com
"Progressivexperts Infolabs
India Pvt Ltd, Hyderabad","Website: www.progressivexperts.com
Email:
praveen.sreepuram@progressivexperts.co","GIS, Application Development, CAD, IT Enabled
Services",,www.progressivexperts.com,praveen.sreepuram@progressivexperts.co
,m,,,,
"Prologic First India Pvt Ltd,
New Delhi","Website: www.prologicfirst.com Email:
amlan@prologicfirst.com","Client-server development, Packaged software for
hotels, clubs and restaurants, Intranet and Internet
based transaction processing, Internet, E-commerce",,www.prologicfirst.com,amlan@prologicfirst.com
Company,Contact Address,Specialization,,,
"Prologix Software Solutions
Pvt. Ltd., Lucknow","Website: www.prologixsoft.com Email:
vinamra@prologixsoft.com","Speech Processing, Computer Telephony Integration,
Value added solutions for Telecom services providers",,www.prologixsoft.com,vinamra@prologixsoft.com
"Pronet Systems Ltd.,
Chennai","Website: www.pronet-system.com Email:
pronet@md4.vsnl.net.in","ERP development with all features for middle and
small industries, Super market with all features.",,www.pronet-system.com,pronet@md4.vsnl.net.in
"Proton Solutions Limited,
Bangalore","Website: www.protonsolutions.com Email:
protonsolutions@vsnl.com","Java, Microsoft, Lotus notes, Oracle",,www.protonsolutions.com,protonsolutions@vsnl.com
"PSI Data Systems Ltd.,
Bangalore","Website: www.psi.soft.net Email:
venky@psi.soft.net","Internet, Java and client-server application
development, both offshore and onsite development,
Network management solutions, Risk servers,
Automatic teller machines, banking and financial
services, retail banking and custodial services, Smart
Cards",,www.psi.soft.net,venky@psi.soft.net
"Pyxis Technology Solutions
Ltd, Vishakhapatnam","Website: www.pyxistechsol.com Email:
satish@pyxistechsol.com","Client-server application, Wireless communication,
Networking solutions, E-commerce solutions",,www.pyxistechsol.com,satish@pyxistechsol.com
"QAI (India) Limited, New
Delhi","Website: www.qaiindia.com Email:
mohnot@qaiindia.com","Software Process Improvement, SEI CMM / ISO 9000
Implementation, Testing, Quality Assurance",,www.qaiindia.com,mohnot@qaiindia.com
"Quadrant Infotech India Pvt.
Ltd., Gurgaon","Website: www.quadrantindia.com Email:
brij@quadrantindia.com","Data entry of text and numeric data
(accuracy>99.995%), Data entry from images and
handwritten forms, Rapid turn around keying projects
(12-24 hours), Offshore email processing",,www.quadrantindia.com,brij@quadrantindia.com
"Quantum Information
Systems Ltd, New Delhi","Website: www.quantum.edu Email:
information@quantrum.edu",High end Internet based education,,www.quantum.edu,information@quantrum.edu
"Quantum Softech Limited,
Hyderabad","Website: www.quantumsoftech.com Email:
info@quantumsofttech.com","Very large distributed database management, Tele
communication Software Development, Web
technologies application",,www.quantumsoftech.com,info@quantumsofttech.com
"Quest Syscon International
Pvt. Ltd., Hyderabad","Website: www.questsyscon.com Email:
questmumbai@vsnl.net.in","Applications for Healthcare Industry, Applications for
Business Management, Financial Accounting,
Applications for Automotive Business Management
and operations support, On-site and Offshore
software development and maintenance.",,www.questsyscon.com,questmumbai@vsnl.net.in
"R C S Technologies,
Bangalore","Website: www.rcssoft.com Email:
singh@vsnl.com","Internet / Intranet application, Iplanet, Weblogic,
Websphere, Partner to Sun Microsystems for Java
and solaris",,www.rcssoft.com,singh@vsnl.com
"R M Software India Pvt. Ltd.,
Noida","Website: www.rmsinet.com Email:
rmsi@riskinc.com","Geographic Information Systems, Map / Drawing data
conversion, GIS software applications, Natural hazard
risk engineering",,www.rmsinet.com,rmsi@riskinc.com
"R S Software (India) Ltd.,
Calcutta","Website: www.rssoftware.com Email:
rajjain@rssoftware.com","IBM Mainframe, Client-server computing,
Datawarehousing, Work Flow automation, Web based
application development",,www.rssoftware.com,rajjain@rssoftware.com
"R Systems International
Limited, Noida","Website: www.rsystems.com Email:
baldev.singh@rsystems.com","Onsite Services, Consultancy, Packaged Software,
Off shore services, Systems Integration, Turnkey
Projects",,www.rsystems.com,baldev.singh@rsystems.com
"Rabo India Finance Pvt Ltd,
Mumbai","Website: www.rabobank.com/india Email:
ronil.sujan@bom.rabobank.com","M&A, Strategic advisory, Private, Strategic equity,
Joint venture advisory with Dutch, Benelux
Technology Cos., Other financing solutions",,www.rabobank.com/india,ronil.sujan@bom.rabobank.com
"Rajasthan State Agency For
Computer Services, Jaipur","Website: www.rajcomp.net Email:
info@rajcomp.net","Client Server Solutions, Web Technologies, E-
Commerce, Geographical Information System based
Solutions, Multimedia,Â Education & Training ,
(PGDCA/Awareness & High end courses)",,www.rajcomp.net,info@rajcomp.net
"Ram Informatics Ltd.,
Hyderabad","Website: www.raminfo.com Email:
jagadees@raminfo.com","Offshore software development, Client-server
computing, ERP - MRP solutions, Euro conversion,
Internet/Intranet computing, IT education and training",,www.raminfo.com,jagadees@raminfo.com
