company_name,Address,Tel,Mob,Fax,Email,fax
547. UNNATHI COMEX,"1ST FLOOR, LIG 145, 4TH BLOCK HOUSING BOARD ROAD KUSHALNAGAR KARNATAKA",,9900035444 |,,unnathicomex@gmail.com,
548. V CAFÉ,"NO.21/6 ARUNACHALAM ROAD, RAJENDRA COLONY SALIGRAMAM CHENNAI, TAMILNADU,  |",,9940456712,,vcafemelrose@gmail.com,
549. V H TRADE,"LINK NO. 511, A WING 5TH FLOOR PLTON NO. 14D MERCHANT CENTRE, SECTOR-19, VASHI NAVI MUMBAI -400705",,9967063515 |,,vhtradelink@gmail.com,
550. V.V. RAMASAMY CHETTIAR,"CO 1-F, SOCIETY STREET, DINDIGUL",,9443709565 |,,eximvvr@gmail.com,
551. VAASUDEVA PROCESS MANAGEMENT PRIVATE LIMITED,"9, HARIVAYU, 1ST MAIN, 1ST CROSS, KATHRIGUPPE,BANASHANKARI, 3RD STAGE, BANGALORE",,9538600056 |,,srinivas@vaasudevapmpl.com,
552. VAHDAM TEAS PRIVATE LIMITED,"B-108 OKHLA INDUSTRIAL AREA,PHASE -1, NEW DELHI |  |",,9718194400,,Bala@vahdamteas.com,
553. VALUE BEVERAGE,"PLOT NO. A-728 TTC INDL AREA KHAIRANE, MIDC, MAHAPE, NAVI MUMBAI",,9820181184,,Nitinashar@granulesnbeans.com,
554. VANTAGE DEAL,"A1/503, 5TH FLOOR BURHANI ENTTENARY PARK, JIAVN ROAD, BHESTAN SURAT",,9723722442 |,,vantagedeal1@gmail.com,
555. VARALAKSHMI FOODS,"59 DEVARAJ NAGAR AVENUE, 3RD CROSS, THORAIPAKKAM, CHENNAI |  |",,7010325919,,varalakshmifoods@rediffmail.com,
556. VARUN TEA ENTERPRISE,"4 GAYATRI COLONY, NEAR ADC BANK, ODHAV KADIYA NAKKA, ODHAV GAM, ODHAV, AHMEDABAAD, GUJARAT, INDIA 382415  |",,8000572892/9033010172,,varunteagroup@gmail.com,
557. VASAVI COFFEE CO,B H ROAD SHIVAMOGGA 577201,,8050461509 |,,abhis4u@gmail.com,
558. VASTHIRA EXPORTERS PRIVATE LIMITED,"3/450 PANDIAN SALAI, SARASWATHI NAGAR, NEELANKARAI, CHENNAI",,9500998992 |,,Info@vasthiraexim.com,
559. VB INTERNATIONAL EXPORT,"27/28 1ST CROSS STREET, NORTH KRISHNA NAGAR ECR ROAD, PUDUCHERRY",,8678920609 |,,sasi.dharan.0994@gmail.com,
560. VDEVI VENTIURES (OPC) PRIVATE LIMITED,NO.73 4TH CROSS VENKATADRI LAYOUT DORASANIPALYA J P NAGAR BENGALURU,,9844032479 |,,doddappa2014@gmail.com,
561. VEDHA AGENCIES IMPEX,"156 C/4 SATTUR MAIN ROAD, SIVAKASI",,9944188875 |,,Info@vedhagroup.co.in,
562. VEDISTRA INTERNATIONAL PRIVATE LIMITED,"1/70 VIJAYANT KHAND GOMTI NAGAR LUCKNOW, UTTAR PRADESH",,9305076611 |,,vedistraindia@gmail.com,
563. VENDING UPDATES (INDIA) PVT LTD,GAUTHAM BUDDHA NAGAR UTTAR PRADESH,,9811078486 |,,sahul@vendingupdates.com,
564. VENKATA SAI TOBACCO,"D. NO 1-929/4 KRISHNA REDDY COLONY, PRATHI PATI PULLARAO, BYPASS ROAD, CHILKALURIPET, GUNRUR, INDIA",,9246457789,,spices.venkatasai@gmail.com,
565. VENKATESH FOOD INDUSTRIES,VILLAGE AJANIAVILLAGE AJANIA MADHYA PRADESH 480002 |  |,,7771003241,,info@venkateshnaturals.co.in,
566. VIASOLA PRIVATE LIMITED,"403, VANDEMATARAM 1, 6-SUNDARVAN SOC., JAWAHARNAGAR,VASNA, AHMEDABAD -380007, GUJARAT, INDIA.  |",,7405214608,,info@viasola.in,
567. VICTORIA RESOURCES,"SHOP NO. 1317/11, OPP. PNB BANK, COURT ROAD, MINI SECRETARIAT, AMBALA CITY HARYANA 134003",,9284897987 |,,berananil@gmail.com,
568. VIHAA OVERSEAS,"INC NO. 40, CHINNA SUBANNAN STREET CROSS ROAD KK PUDUR COIMBATORE",,9751039999 |,,siva@vihaaoverseas.com,
569. VIJAY CHEMICALS,"320/9 40 SHED AREA, GIDC VAPI, GUJARAT  |",,9833119931,,Vijaychemicals1960@gmail.com,
570. VIJAYALAKSHMI FOODS,"1/79 MUNIVEL NAGAR, KARANODAI, SHOLAVARAM CHENNAI - 600067",,8778271750 |,,exporter.coffee@gmail.com,
571. VIVVID SOLUTIONS,NO 64 2ND FLOOR 1ST MAIN ST BENGALURU URBAN KARNATAKA 560034,,9500077472 |,,sujithshetty@vivvidsol.com,
572. VND EXPORTERS,"IV/243, PADMANABHAM, KUSHALNAGARAKONAM, NARUVAMOODU, PALLICHAL, TRIVANDRUM  |",,9745518261,,narayananvishnu2013@gmail.com,
573. VVIVERS INDIA PRIVATE LIMITED,2/114 FEETA COLONY DELHI,,9891903488 |,,vviversindia@gmail.com,
574. W NATURE,"3RD FLOOR NO. 18 TEAMWORK CHINNASWAMY MUDALIAR ROAD, TASKER TOWN",,9844126781 |,,Ummewajid@wnature.in,
575. WAYANAD FOODING COMPAN,"9/175C , OOTY ROAD, SULTHAN BATHERY , WAYANAD KERALA – 673592 |  |",,9847933966,,wayanadfoodingcompany@gmail.com,
576. WAYANAD ORGANIC RESEARCH PRIVATE LIMITED,"PARAMBIL TOWER BUILDING KAKKAVAYAL PO KAKKAVAYAL WAYANAD, KERALA 673122",,9400646368/9995111484,,chandran.arun0@gmail.com,
577. WAYANAD SPICE VILLAGE,"NO. 600B, CHETTAPALAM POST, PULPALLY, WAYANAD, KERALA",,7902421203 |,,"albinum@gmail,com",
578. WESTERNGHATS AGRO TRADERS(OPC)PRIVATE LIMITED,"C/O SAJITHA P.S. MOHANVILASAM,NR CITY PO, RAJAKKAD, IDUKKI, KERALA 685566  |",,9645487848,,s.ananthakrishnan2016@gmail.com,
579. WITHAYAL TRADERS,"18/147, FIRST FLOOR, KATTILAN BUILDING, PALAPRASSERRY, CHENGAMANAD",,9020572678 |,,vithyathirtradersin@gmail.com,
580. ZENITH DRINKS PRIVATE LIMITED,"419, DLF TOWER - A, JASOLA, NEW DELHI  |",,9871770606,,ramautar.agarwal@theauric.com,
581. ZHR TRADING COMPANY,NO 140/5C GANDHI NAGAR KARIKKADU PATTUKOTTAI THANJAVUR,,994470280 |,,tjailsingh@gmail.com,
582. ZOIOS PRIVATE LIMITED,"BUILDING NO, 5/431 B, P O BOX NO. 7, MATTOR ERNAKULAM, KERALA",,7034221223 |,,admin@zoios.com,
583. COTHA ASSOCIATES,"#2 (OLD NO. 48), THAMBUCHETTY ROAD, COX TOWN BANGALORE -560 005'KARNATAKA",,+91 9845123820,,cotha.associates@gmail.com,
584. HARLEY COFFEE LLP,"# 11, 2ND FLOOR, COMMISSARIAT ROAD, RICHMOND TOWN, BANGALORE-560 025, KARNATAKA","+91 80 4949 9499,",+91 8147997828,,businessmanager.coffee@classicin.com purnesh@classicin.com,
585. SATNAM MART PVT LTD,"804, RIZVI HEIGHTS BEHIND PARADISE CINEMA, MAHIM (W) MUMBAI-400 015, MAHARASHTRA  |",,"+91 9820213330, 9820098331",,"satnammart@gmail.com, jits.aswani@gmail.com",
586. GD FOODS & BEVERAGES PVT. LTD,". 62/1, KODAMBAKKAM HIGH ROAD, T.NAGAR, CHENNAI-600 034, TAMILNADU","+91 44 28143557,",+91 9150955555,,"coffee@gdfoods.com, raja@gdfoods.com",
587. ASIAN CONSUMABLES INDIA PVT LTD,"., No.3, Balaji Street, M.G.M Nagar,Avaniyapuram Bye Pass Road, Madurai – 625 018.","+91 452-6453331,","+91 9842109054, 8344853198",,rajan@asianconsumables.com nagamani@asianconsumables.com.,"+91 452-6453337,"
"588. J & T EXPORTS,","No.80, DD Corner Stone, Kadavanthara, Cochin – 682 020 Kerala  |","+91 484 4062901,",+91 9847722900,,"info@jandtinternational.com,thomas@jandtinternational.com","+91 4844062902,"
"589. WINDSOR IMPORTS & EXPORTS,","No.1, Jeeva Nagar, Thiruvanmiyur, Chennai – 602 024.","+91 44 – 2687 2774,","+91 98843 00661, 90940 44868",,"windsorimpex2015@gmail.com, export@windsorimpex.com",
"590. COTHAS COFFEE COMPANY,","#609-560/1,609-560/2&323PART-B JIGANI BOMMASANDRA LINK ROAD JIGANI INDL.AREA, ANEKAL TALUK, BANGALORE-562 105 KARNATAKA",,080-67278600/9483328202/9513958421,,"feedbak@cothas.com, nitin@cotas.com/exports@cothas.com",
591. LANDMARK EXPORTS,"T.C. 36/138-2, VALLAKKADAVU, EANCHAKKAL, TRIVANDRUM-695 008, KERALA STATE  |",0471-2507038 |,,,lanexps@hotmail.com,
592. UNIVERSAL IMPORT EXPORT,"HOTEL AIRLINKS.75, OFF NEHRU ROAD, NEAR SANTACRUZ AIR PORT, VILLE PARLE (EAST) MUMBAI-400 009 |  |",,022-65701007/008,,uie1972@gmail.com/ universalexports3118@yahoo.in,
593. SETHUS EXPORTS,"OP.1/1124, PALA, PALAZHI ROAD, P.O.GA COLLEGE, KOZHIKODE-673014 KERALA",,0495-2433101/2433601,,sethusexpo@redifmail.com,
594. ORIGIN COFFEE ROASTING (P)LTD,". #16,SR.MARKS ROAD, BANGALORE-560 001. KARNATAKA |  |",,080-22277333/555 |,,headofce@kelachandragroup.com,
595. BHAVANI COFFEE WORKS,"# 5, 1ST CROSS, 3RD MAIN, NEW THARAGUPET, BANGALORE-560 002 KARNATAKA",,9845517026 |,,vinay@bhavanikoffee.co.in,
596. APPLE TREE EXPORT,"NO.9/2, MOOVENDAR NAGAR,3RD STREET, MELUR, MADURAI-625 106 TAMIL NADU",,0452 2416001,,appletreeexport@yahoo.com,
597. KRK EXPORTS,"NO.110/1, PANNUVARPATTI, KOVILPATTI POST, NATHAM TK, DINDIGUL-624401 TAMIL NADU  |",0451-2555654,,,prakash@krkexports.com,
598. COTHA ASSOCIATES,"#2 (OLD NO. 48), THAMBUCHETTY ROAD, COX TOWN BANGALORE -560 005 KARNATAKA",,+91 9845123820,,cotha.associates@gmail.com,
599. R.K.BAKEWELL MARS PVT. LTD,". PLOT NO.K-40,ANAND NGR,MIDC ADDL, AMBERNATH-421506, MAHARASTRA  |",,+91 9820279854,,sales@bakewellmars.com,
600. RAMS NICE FOODS,"NO.91, KOORAMPAKKAM, NATHAM TANK, MANJANKARANAI,THIRUVALLUR - 601102 TAMIL NADU |  |",,044-25750801,,ramsnicefoods@gmail.com,
601. SUBBUS BEVARAGES AND FOODS PVT.LTD,". NO486, 7TH CROSS, K R LAYOUT, JP NAGAR,6TH PHASE, SARAKKI, BANGALORE-560078, KARANATAKA",080-23415689,,,subbusbeverages@gmail.com,
602. TOPPER EXPORT,"20A SHOP No.2, BYE PASS ROAD, AVANIYAPURAM, MADURAI - 625012, TAMIL NADU",,+91 9944956755,,ajwasnacks@gmail.com,
603. ABDULLABHAI ABDUL KADER,167 DR. ANNIE BESANT ROAD,,9820050756 |,,valiulla@gmail.com,
604. ADYAR ANANDA BHAVAN SWEETS INDIA PVT LTD,"NO9 MAHATMA GANDHI ROAD, CHENNAI TAMIL NADU",,9980033055 |,,r_d@aabsweets.com,
605. ASHOKASHA EXIM PVT LTD,1 SHOP NO. SB 15 2ND FLOOR HIGHLAND STREET MALL CUM CORPORATE CENTER KAPURBAEDI MAJIWADA THANE WEST MAHARASHTRA |  |,,9324554506,,avinash.a@aepl.biz,
606. AVYAKTA FOOD EXPORTS LLP,"LIG B11 4TH STAGE KUVEMPUNAGAR,MYSORE - 570023 KARNATAKA |  |",,9964644248,,nandinikatte@gmail.com,
607. AYURVEDA BAZAR PRIVATE LIMITED,"45 SWASTIK CHAMBERS, AHMEDABAD 380014 GUJARAT, |  |",,9106825661,,abplamd@gmail.com,
608. B2W GREENS,G/7 URMILA BUILDING KOLDONGRI SAHAR ROAD ANDHERI EAST  |,,9833663646,,b2wgreens@gamil.com,
609. GANESH FOOD PRODUCTS PVT LIMITED,"NO 7 BENAKA TOWERS, 3RD FLOOR, CHIKKALASANDRA,SUBRAMANYAPURA MAIN ROAD, BANGALORE",,9900579354 |,,accounts@bayarscoffee.com,
610. GEE GLOBAL EXIM LLP,"OFFICE NO. 317, 3RD FLOOR, GROHIRTAM BUILDING, PLOT NO. 14-B, SEC 19-C, VASHI, NAVI MUMABI",,9832117179 |,,geeglobaleximllp@gmail.com,
611. GEEBEES FOODS AND BEVERAGES PRIVATE LIMITED,1ST FLOOR GALA NO 101 JIVDANI IND ESTATE 2 K N DHUMAL NAGAR MUMBAI 401202 MAHARASHTRA,,9820139794,,sanjay@geebeesbeverages.com,
612. HATTI FOODS AND BEVERAGES PRIVATE LIMITED,"NO. 45/1, S N SQURE, 3RD CROSS, ULSOOR ROAD, BANGALORE |  |",,9591999439,,hfbpl.coffee@gmail.com,
613. HINDUSTAN FOOD AND BEVARAGES,"NO308 HEBBAL, MYSORE KARNATAKA",,7022129996 |,,hfab05@gmail.com,
614. HINDUSTAN FOODS LIMITED,"OFF NO 3 LEVEL 2, CENTRIUM MUMBAI 400070 MAHARASHTRA |  |",,9892203503,,moksha.shah@thevanitycase.com,
615. ID FRESH FOOD INDIA PRIVATE LIMITED,"37 DODDENAKUNDI, INDUSTRIAL AREA, WHITEFIELD ROAD, MAHADEVAPURA, BENGALURU",,9739910520 |,,pc.idfreshfood.com,
616. INDIAN PRODUCTS PRIVATE LIMITED,NO 604 QUEENS CORNER A3 QUEENS ROAD BANGALORE BENGALURU URBAN KARNATAKA,,9880488993 |,,Seema@jayanti.com,
617. INDUS LIFESCIENCES PVT. LTD,24 1 FIRST FLOOR SUBRAMANIAM STREET ABHIRAMAPURAM CHENNAI 600 018 TAMIL NADU  |,,7338924248,,mail@indusgroups.com/www.indusgroups.com,
618. JAFFERBHOY SALEHBHOY CO.,"70 MOHAMMED ALI RD,MOHAMEDI MANZIL, 1ST FLOOR, R. NO. 6 MUMABAI 400003 |  |",,9820456752,,jasco.exporters@gmail.com,
619. KRISHNA COFFEE WORKS,"11/1345 ,MARKET ROAD, PALAKKAD -678014 KERALA",,9895877373 |,,krishnas.pkd@gmail.com,
620. LANDMARK TRADING EXPORTS PRIVATE LIMITED,"SHOP NO. 12/730/D, EDAYIL PEEDIKA, NALUTHARA P O, MAHE, PONDICHERRY, INDIA  |",,8419995496,,Ashapura.navimumbai@gmail.com,
621. M/S. BAKEMILL FOODS INTL PORATHISSERY,"P.O, IRINJALAKUDA, THRISSUR 680125",,9544224000 |,,info@bakemill.com,
622. MUHAVARA ENTERPRISES PRIVATE LIMITED,"D 173 SUSHANT, LOKI GURGAON",,9818898602 |,,ksvishnu801@gmail.com,
623. NAMMA VEEDU,"40/1 2ND STREET SRINIVASA NAGAR, SHANKAR NAGAR, TIRUNELVELI",,8925707744 |,,support@nammaveedu.com,
624. OMSAI FOODS,GAT NO 655 2 POONA BLORE HIGHWAY A P NERLE TAL WALWAL SANGLI DIST 41 5406 MAHARASTRA,,9922666500 |,,marketing@omsaifoods.com,
625. ONE STOP FUNDAMENTS PRIVATE LIMITED,"NO 45/22, BAZAAR ROAD, SAIDAPET, CHENNAI, TAMILNADU |  |",,9442191406,,ramanathan2708@gmail.com,
626. P P A IMPEX,NO 411 3RD C CROSS EAST OF BENGALURU URBAN KARNATAKA 560016 |  |,,9148260614,,dandeepimpex@yahoo.com,
"627. P.J. EXPORTS,","P.J.HOUSE Z3 SHRI ARIHANT COMPOUND RETI BUNDER ROAD KALHER VILLAGE, BHIWAN",,9619303034 |,,info@pjexports.com,
628. PAHAL FOODS PVT LTD,"KATTEDAN, MADHUBAN COLONY, RANGAREDDY TELANDANA |  |",,9949288880,,anand693.dukesindia@com,
629. PANDURANGA COFFEE WORKS,M G ROAD P.B.NO.150 CHIKMAGALUR 577 101 KARNATAKA,,9972723939 |,,ps.sridhar67@gmail.com,
630. PAPAJI FOODS BEVERAGES PRIVATE LIMITED,"M-229, GURU HARKISHAN NAGAR, PASCHIM VIHAR, NEW DELHI, SOUTH WEST, DELHI",,9310022361,,papaji22361.coffee@gmail.com,
631. PRIYA ENTERPRISES,"F12 GROUND FLOOR, MANGAL BAZAR ROAD, SUBHASH CHOWK LAXMI NAGAR, NEW DELHI  |",,7065765583,,priya-enterprises@hotmail.com,
632. PRIYA EXPORTS,"40/25 KANNUSAMY ROAD, RS PURAM COIMBATORE 641002 |  |",,9366650349,,Priyaexports.coffee@gmail.com,
633. PRIYA GLOBAL,"201, MARATHON MAXIMA, LBS MARG, MULUND WEST, MUMBAI |  |",,9833808250,,doc@priyaglobal.in,
634. QUALITY FOODS,"10/387-4 CATTERZONE BUILDING, KIZHAYOOR NUMBRUM, PATTAMBI, PALAKKAD, KERALA |  |",,9846106161,,qualityfoods.coffee@gmail.com,
635. R K SWEET MARS PVT LTD,B 34 MIDC ANAND NAGAR ADDITIONAL AMBERNATH THANE 421506 | MAHARASTRA,,9324836604 |,,ram@sweetmars.com,
636. RA INDIA,BLDG C1 FLAT 1101 S.NO 592 A CTS3 MANDKE ADVANTAGE HOMES BIBEWADI PUNE -4 MAHARASTRA,,,,rajivpuslkar@vsnl.com,
637. RAGALE BEVERAGES,"3013 BHANDUP INDL CO OPP SO C PANNALAL SILK MILLS BHANDUP, GREATER MUMBAI, MAHARASHTRA |  |",,9987135971,,romanteacoffee@gmail.com,
638. RANI INTERNATIONAL,"101, 1ST FLOOR, SNEH SADAN 35 D, MAIN AVANUE RAOD, SANTACRUZ WEST MUMBAI",,9820337979/9967660615,,export@raniinternational.com,
639. RANI INTERNATIONAL,"B1,2,3/22 GIDC ELECTRONIC ESTATE, NR SBI BANK SECTOR 25, GANDHINAGAR- 382024 GUJARAT",,9898006295,,export@raniinternational.com,
640. RAPID ORGANIC PRIVATE LIMITED,"PLOT NO. 544/545 FIRST FLOOR, HINGLAJ NAGAR, MOJIYA, NARMADA COLONY ROAD, SANCHORE, JALORE, RAJASTHAN |  |",,9549651201,,rapid.coffee@gmail.com,
641. RAVAL TRADING CO,"PLOT NO- D304, INDUSTRIAL AREA, MIDC, TURBH NAVI MUMABI, THANE",,8655598711,,ravalcoke@gmail.com,
642. RETOLA LLC,"1001-A, 10TH FLOOR, BUILDING NO 6, DEVIKA TOWER, NEHARU PLACE, NEW DELHI",,9319755685 |,,sunilduttmalik13@gmail.com,
643. RICE AND FLAVOURS LIMITED,"LIABILITY PARTNERSHIP IX/541A, NELLISSERY ROAD, VARRAMKULAM PO EDAPAL MALAPPURAM KERALA |  |",,9539765889,,nellaraedapal@rfcombine.com,
644. RIVZ INTERNATIONAL,1 AMBICA ESTATE NEAR KOTHARI CROSS ROAD RAKANPUR KALOL GANDHINAGAR GUJARAT 382721 |  |,,8980667373,,info@rivzintrnational.com,
645. SRI RUTHRA EXPORTS,"T-3 SHIVAJIS PARTHAGAM, NO.30/10 10TH AVENUE, ASHOK NAGAR, CHENNAI - 600 083 TAMILNADU",,9677149555 |,,ruthraexports@yahoo.co.in,
646. SUPRIYA CORN PRODUCTS PVT LTD,3 3 83 FLAT NO 401 SILVER OAK APARTMENT KUTBIGUDA BEHIND SVS INSTITUTE OF NEUROLOGY KACHIGUDA HYDERABAD 500027 ANDHRA PRADESH,,9948012912 |,,info@chowdharyspices.com,
647. TIRTHANKAR EXPORTS,"2289/1 KUWAWALI POLE, BHANDERI POLE, KALUPUR, AHMEDABAD, |  |",,9409255732,,jainvrutank11@gmail.com,
648. VIN SUPER FOODS,"NO 322A 23RD MAIN, BANGALORE 560078 KARNATAKA",,9845297648 |,,infor@vinsuperfoods.com,
649. YARAMAN COFFEE PRIVATE LIMITED,"SUDHA KUNJ, 3 TARDEO ROAD, MUMBAI 400034 MAHARASHTRA |  |",,9920087111,,shm@marson.com,
650. YEDAGAM EXPORTS,"F 4 VIGNESHWARA BUILDERS, NO 14 SARADHAPURAM FIRST STREET,MYLAPORE CHENNAI",,9841104993,,yedagamashwin@gmail.com,
651. ZENKO LIVE SCIENCE LLP,"301-302, GANTHI COMMERCIAL COMPLEX 86, SAMPATRAO SOCIETY, ALKAPURI VADODARA GIJARAT",,9099773615 |,,export@zenkolife.com,
652. VST EXIM,"4/161, MAIN ROAD, ULLIKKOTTAI – 614018, MANNARGUDI TK THIRUVARUR DT",,"+91 9842377168,",,vstexim@gmail.com,
